Date,Week,Age,Gender,Hospitalization,Intensive_Care,Deaths,2nd_Vac,Lockdown-Intensity
2020-03-20,12.0,45.653414445509334,0.5523884373796656,1037.7142857142858,200.0,48.142857142857146,0.0,2
2020-03-21,12.0,45.87858943770657,0.5488049472540718,1284.5714285714287,308.0,58.857142857142854,0.0,2
2020-03-22,12.0,46.10376442990381,0.5443833009610926,1583.047619047619,364.0,68.0,0.0,3
2020-03-23,12.0,46.32893942210104,0.539123498500728,1908.0,451.0,81.71428571428571,0.0,3
2020-03-24,12.0,46.554114414298276,0.5330255398729781,2259.2380952380954,616.0,99.42857142857143,0.0,3
2020-03-25,12.0,46.779289406495515,0.5260894250778427,2665.714285714286,789.0,121.42857142857143,0.0,3
2020-03-26,13.0,47.20786083506694,0.518315154115322,3113.9047619047624,824.0,150.42857142857142,0.0,3
2020-03-27,13.0,47.43303582726418,0.5107492579889017,3602.666666666667,905.0,174.42857142857142,0.0,3
2020-03-28,13.0,47.65821081946141,0.5033917366985815,4129.904761904762,1001.0,196.28571428571428,0.0,3
2020-03-29,13.0,47.88338581165864,0.4962425902443615,4671.809523809524,1063.0,208.71428571428572,0.0,3
2020-03-30,13.0,48.10856080385588,0.48930181862624184,5226.857142857143,1203.0,228.14285714285714,0.0,3
2020-03-31,13.0,48.33373579605312,0.4825694218442224,5788.0,1550.0,258.7142857142857,0.0,3
2020-04-01,13.0,48.55891078825035,0.47604539989830325,6342.095238095238,1784.0,281.42857142857144,0.0,3
2020-04-02,14.0,48.98748221682178,0.4697297527884842,6846.285714285715,2102.0,302.85714285714283,0.0,3
2020-04-03,14.0,49.21265720901902,0.4639885947713628,7282.666666666666,2361.0,321.85714285714283,0.0,3
2020-04-04,14.0,49.43783220121626,0.45882192584693876,7643.428571428572,2471.0,321.42857142857144,0.0,3
2020-04-05,14.0,49.66300719341349,0.4542297460152124,7904.7619047619055,2528.0,323.85714285714283,0.0,3
2020-04-06,14.0,49.88818218561073,0.45021205527618335,8086.857142857143,2551.0,327.2857142857143,0.0,3
2020-04-07,14.0,50.11335717780797,0.4467688536298519,8193.142857142857,2641.0,321.2857142857143,0.0,3
2020-04-08,14.0,50.3385321700052,0.443900141076218,8170.476190476191,2654.0,316.7142857142857,0.0,3
2020-04-09,15.0,50.48138931286235,0.44160591761528156,8073.619047619048,2714.0,303.57142857142856,0.0,3
2020-04-10,15.0,50.70656430505959,0.43989548787396443,7916.7619047619055,2702.0,276.57142857142856,0.0,3
2020-04-11,15.0,50.93173929725681,0.43876885185226666,7654.190476190476,2652.0,270.2857142857143,0.0,3
2020-04-12,15.0,51.15691428945406,0.43822600955018826,7380.571428571428,2652.0,268.0,0.0,3
2020-04-13,15.0,51.3820892816513,0.43826696096772905,7120.285714285715,2719.0,249.71428571428572,0.0,3
2020-04-14,15.0,51.60726427384852,0.4388917061048892,6800.952380952381,2722.0,232.28571428571428,0.0,3
2020-04-15,15.0,51.83243926604575,0.4401002449616687,6473.2380952380945,2735.0,216.14285714285714,0.0,3
2020-04-16,16.0,51.68958212318861,0.44189257753806743,6139.047619047619,2810.0,197.0,0.0,3
2020-04-17,16.0,51.840497567807404,0.4434624099663185,5799.333333333334,2879.0,192.28571428571428,0.0,3
2020-04-18,16.0,51.91715346484774,0.4448097422464218,5546.285714285715,2928.0,181.14285714285714,0.0,3
2020-04-19,16.0,51.919549814309626,0.44593457437837725,5300.095238095238,2870.0,174.28571428571428,0.0,3
2020-04-20,16.0,51.84768661619307,0.44683690636218504,5042.857142857143,2900.0,172.42857142857142,0.0,3
2020-04-21,16.0,51.70156387049807,0.44751673819784504,4863.714285714285,2855.0,161.14285714285714,0.0,3
2020-04-22,16.0,51.48118157722462,0.4479740698853574,4707.2380952380945,2739.0,146.0,0.0,3
2020-04-23,17.0,51.338324434367465,0.44820890142472186,4540.952380952381,2720.0,135.42857142857142,0.0,3
2020-04-24,17.0,51.043682593515555,0.44900863536183494,4364.761904761905,2644.0,122.42857142857143,0.0,3
2020-04-25,17.0,50.74904075266365,0.4503732716966965,4151.809523809524,2538.0,116.28571428571429,0.0,3
2020-04-26,17.0,50.45439891181176,0.4523028104293066,3939.047619047619,2524.0,103.57142857142857,0.0,3
2020-04-27,17.0,50.159757070959856,0.4547972515596652,3720.7619047619046,2466.0,92.85714285714286,0.0,3
2020-04-28,17.0,49.865115230107946,0.4578565950877723,3461.523809523809,2391.0,84.85714285714286,0.0,3
2020-04-29,17.0,49.570473389256044,0.46148084101362796,3218.095238095238,2310.0,75.28571428571429,0.0,3
2020-04-30,18.0,49.28475910354176,0.4656699893372322,2984.761904761905,2235.0,68.71428571428571,0.0,3
2020-05-01,18.0,48.99011726268986,0.4693050473406682,2790.4761904761904,2118.0,63.57142857142857,0.0,3
2020-05-02,18.0,48.69547542183795,0.4723860150239361,2601.9047619047624,2046.0,57.285714285714285,0.0,3
2020-05-03,18.0,48.400833580986045,0.47491289238703593,2415.4285714285716,2011.0,55.285714285714285,0.0,3
2020-05-04,18.0,48.106191740134136,0.47688567942996757,2248.3809523809527,1976.0,50.42857142857143,0.0,3
2020-05-05,18.0,47.811549899282234,0.47830437615273097,2102.095238095238,1903.0,45.0,0.0,3
2020-05-06,18.0,47.51690805843033,0.4791689825553264,1954.4761904761906,1820.0,42.42857142857143,0.0,1
2020-05-07,19.0,47.37405091557319,0.47947949863775363,1839.047619047619,1763.0,39.285714285714285,0.0,1
2020-05-08,19.0,47.07940907472128,0.48006379718013953,1723.047619047619,1659.0,38.857142857142854,0.0,1
2020-05-09,19.0,46.784767233869374,0.48092187818248405,1641.3333333333335,1594.0,37.0,0.0,1
2020-05-10,19.0,46.490125393017465,0.48205374164478726,1580.7619047619048,1603.0,36.714285714285715,0.0,1
2020-05-11,19.0,46.19548355216557,0.48345938756704904,1527.2380952380952,1587.0,34.57142857142857,0.0,1
2020-05-12,19.0,45.90084171131366,0.4851388159492696,1484.3809523809525,1496.0,32.714285714285715,0.0,1
2020-05-13,19.0,45.60619987046175,0.48709202679144875,1448.3809523809523,1384.0,30.857142857142858,0.0,1
2020-05-14,20.0,45.320485584747466,0.4893190200935866,1401.5238095238094,1316.0,26.714285714285715,0.0,1
2020-05-15,20.0,45.025843743895564,0.49136069519346004,1351.6190476190475,1232.0,24.714285714285715,0.0,1
2020-05-16,20.0,44.73120190304366,0.49321705209106925,1294.095238095238,1173.0,24.285714285714285,0.0,1
2020-05-17,20.0,44.43656006219176,0.4948880907864141,1234.2857142857142,1125.0,23.428571428571427,0.0,1
2020-05-18,20.0,44.14191822133985,0.49637381127949476,1173.142857142857,1122.0,23.0,0.0,1
2020-05-19,20.0,43.84727638048795,0.497674213570311,1100.7619047619048,1087.0,22.285714285714285,0.0,1
2020-05-20,20.0,43.55263453963604,0.4987892976588629,1033.7142857142858,1019.0,21.714285714285715,0.0,1
2020-05-21,21.0,43.4097773967789,0.49971906354515055,977.9047619047618,999.0,19.857142857142858,0.0,1
2020-05-22,21.0,43.11513555592699,0.5007717043615797,924.5714285714286,971.0,17.714285714285715,0.0,1
2020-05-23,21.0,42.820493715075095,0.5019472201081504,871.6190476190476,928.0,16.428571428571427,0.0,1
2020-05-24,21.0,42.525851874223186,0.5032456107848626,822.2857142857143,896.0,16.0,0.0,1
2020-05-25,21.0,42.23121003337128,0.5046668763917165,775.4285714285714,883.0,14.571428571428571,0.0,1
2020-05-26,21.0,41.936568192519374,0.5062110169287118,744.7619047619048,810.0,12.857142857142858,0.0,1
2020-05-27,21.0,41.64192635166747,0.5078780323958487,714.6666666666667,749.0,11.285714285714286,0.0,1
2020-05-28,22.0,41.35621206595319,0.5096679227931271,683.047619047619,723.0,11.571428571428571,0.0,1
2020-05-29,22.0,41.090042754125975,0.5110038251618644,668.1904761904761,722.0,10.428571428571429,0.0,1
2020-05-30,22.0,40.85234597132344,0.5118857395020602,652.5714285714286,711.0,9.428571428571429,0.0,1
2020-05-31,22.0,40.64312171754559,0.512313665813715,637.1428571428571,697.0,9.142857142857142,0.0,1
2020-06-01,22.0,40.46236999279244,0.5122876040968284,619.6190476190477,696.0,8.0,0.0,1
2020-06-02,22.0,40.31009079706397,0.5118075543514006,590.0952380952382,691.0,7.0,0.0,1
2020-06-03,22.0,40.186284130360185,0.5108735165774315,561.1428571428571,631.0,6.857142857142857,0.0,1
