Date,Year,Week,Age,Gender,R-value,1rst_Vac,2nd_Vac,Intensive_Care,Cases,Deaths,Incidence,Hospitalization,Lockdown-Intensity
2020-03-15,2020.0,11.0,45.00843063966153,,1.99,0.0,0.0,,4049,57.857142857142854,26.31768953068592,1800,1
2020-03-16,2020.0,11.0,45.41131367164307,,1.74,0.0,0.0,,5477,73.57142857142857,30.776173285198556,2100,1
2020-03-17,2020.0,11.0,45.79789027490856,,1.56,0.0,0.0,,4937,86.85714285714286,34.0,2744,2
2020-03-18,2020.0,11.0,46.168174421859604,,1.39,0.0,0.0,,5151,100.57142857142857,36.79903730445247,3440,2
2020-03-19,2020.0,12.0,46.168174421859604,,1.24,0.0,0.0,,4593,110.14285714285714,38.52827918170878,4516,2
2020-03-20,2020.0,12.0,46.50597164714947,,1.13,0.0,0.0,400,5194,127.28571428571429,40.07220216606498,5616,2
2020-03-21,2020.0,12.0,46.827601617800575,,1.04,0.0,0.0,616,4232,139.14285714285714,40.47292418772563,6760,2
2020-03-22,2020.0,12.0,47.13313272763053,,0.98,0.0,0.0,728,3418,143.71428571428572,39.7135980746089,8068,3
2020-03-23,2020.0,12.0,47.422646149637536,,0.92,0.0,0.0,902,4963,161.14285714285714,39.09506618531889,8924,3
2020-03-24,2020.0,12.0,47.69623550553099,,0.9,0.0,0.0,1232,4037,173.14285714285714,38.01203369434416,10116,3
2020-03-25,2020.0,12.0,47.95400653526219,,0.9,0.0,0.0,1578,4560,189.42857142857142,37.30084235860409,11968,3
